title,property_type,location,price,price_category,bedroom,bathroom,price_per_bedroom,added_date,updated_date,month_added,state
Now Selling  2 Bedroom Apartment,flat/apartment,"ologolo, lekki, lagos",140000000.0,high,2.0,3.0,70000000.0,2026-05-01,2026-01-05,2026-05,Lagos
Modestly Finished Luxury 4 Bedroom Apartment With Bq,flat/apartment,"banana island, ikoyi, lagos",1200000000.0,high,4.0,5.0,300000000.0,2026-12-01,2026-01-12,2026-12,Lagos
"Modern 4 Bedroom Terrace Duplex With Swimmin Pool, Gym And Kids Play Area",house,"mobile road, ilaje, ajah, lagos",125000000.0,high,4.0,4.0,31250000.0,2026-12-01,2026-01-14,2026-12,Lagos
Pay And Pack In  Luxury 3 Bedroom Terrace  Duplex,house,"sangotedo, ajah, lagos",95000000.0,high,3.0,3.0,31666666.67,2026-12-01,2026-01-12,2026-12,Lagos
650 Sqm Prime Land,land,"orange island, lekki, lagos",500000000.0,high,,,,,2026-01-20,NaT,Lagos
7 Bedroom Fully Detached Duplex In A Prime Location,fully detached,"off allen avenue, allen, ikeja, lagos",275000000.0,high,7.0,,39285714.29,2026-11-01,2026-01-24,2026-11,Lagos
2 Units Of 5-bedroom Duplex On 1030sqm Land In Lekki Phase 1,land,"lekki phase 1, lekki, lagos",2200000000.0,high,,,,,2026-01-24,NaT,Lagos
Luxury 2 Bedroom Service Apartment With Bq In Gated Estate,flat/apartment,"oniru, victoria island (vi), lagos",300000000.0,high,2.0,3.0,150000000.0,,2026-01-24,NaT,Lagos
Newly Built Luxury 4 Bedrooms Maisonette On The 5th Floor With Bq,flat/apartment,"banana island, ikoyi, lagos",1700000000.0,high,4.0,6.0,425000000.0,,2026-01-22,NaT,Lagos
"It Consist Of 3 Bedroom Up, 2 No Of Room And Parlour",flat/apartment,"isuti road, egan, igando, ikotun, lagos",55000000.0,high,,,,,2026-01-24,NaT,Lagos
Block Of Four Flat Of 2 Bedroom,flat/apartment,"aguda, surulere, lagos",250000000.0,high,2.0,,125000000.0,,2026-01-24,NaT,Lagos
Prime Two-storey Building,house,"ojuelegba, surulere, lagos",300000000.0,high,,,,2026-11-01,2026-01-24,2026-11,Lagos
Newly Well Built 5 Bedroom Detach Duplex With Bq,house,"omole phase 1, ikeja, lagos",700000000.0,high,5.0,,140000000.0,,2026-01-24,NaT,Lagos
A 4 Bedroom Fully Detached Duplex With Bq,fully detached,"gra, ogudu, lagos",800000000.0,high,4.0,4.0,200000000.0,,2026-01-24,NaT,Lagos
Breathtaking 4-bedroom Fully Detached Duplex,fully detached,"sangotedo, lekki, lagos",220000000.0,high,4.0,4.0,55000000.0,,2026-01-24,NaT,Lagos
Comfort Tendering 5_bedroom Fully Detached Duplex,fully detached,"sangotedo, lekki, lagos",200000000.0,high,5.0,5.0,40000000.0,,2026-01-24,NaT,Lagos
Contemporary And Tastefully Finished 5-bedroom Duplex + Swimming Pool,house,"sangotedo, lekki, lagos",280000000.0,high,5.0,5.0,56000000.0,,2026-01-24,NaT,Lagos
4 Plots Of Land In A Good Location,land,"onabode street, better life bus stop, abaranje, ikotun, lagos",50000000.0,mid,,,,,2026-01-24,NaT,Lagos
"Magnificent 5 Bedroom Duplex With Bq,cinema,pool,gym And Tennis Court",house,"chevron, lekki, lagos",680000000.0,high,5.0,5.0,136000000.0,,2026-01-24,NaT,Lagos
Premium Fully Serviced Residential Plot Of Land In A Highbrow Estate,land,"harris drive, lekki, lagos",256000000.0,high,,,,,2026-01-24,NaT,Lagos
Spacious Well Furnished 4 Bedroom Terraced Duplex Available,terraced duplex,"orchid road, lekki, lagos",160000000.0,high,4.0,4.0,40000000.0,,2026-01-23,NaT,Lagos
Brand New 2 Bedroom Maisonette Unfinished,flat/apartment,"orchid road, lekki, lagos",75000000.0,high,2.0,3.0,37500000.0,,2026-01-22,NaT,Lagos
Now Selling  4 Bedroom Fully Detached Duplex With A Bq,fully detached,"orchid road, lekki, lagos",320000000.0,high,5.0,7.0,64000000.0,,2026-01-21,NaT,Lagos
Spacious 4 Bedroom Terraced Duplex,terraced duplex,"orchid road, lekki, lagos",130000000.0,high,4.0,5.0,32500000.0,,2026-01-21,NaT,Lagos
5 Bedroom Semi-detached Duplex With Boys Quarters,semi detached duplex,"olowo-eko close, lekki phase 1, lekki, lagos",650000000.0,high,5.0,5.0,130000000.0,2026-09-01,2026-01-13,2026-09,Lagos
A Nicely Located 532sqm Residential Land,land,"ikeja gra, ikeja, lagos",850000000.0,high,,,,,2026-01-24,NaT,Lagos
6 Bedroom Duplex And 2 Units Of 3 Bedroom Flat (up And Down) With 3 Ro,house,"detached house directly on allen avenue, allen, ikeja, lagos",2200000000.0,high,,,,,2026-01-24,NaT,Lagos
3bedroom Bungalow Sitting On 485sqm,land,"gated estate by blenco supermarket before shop rite, sangotedo, ajah, lagos",98000000.0,high,3.0,,32666666.67,,2026-01-24,NaT,Lagos
3 Bedroom Semi Detached Duplex With A Bq,semi detached duplex,"sangotedo, ajah, lagos",140000000.0,high,3.0,4.0,46666666.67,,2026-01-24,NaT,Lagos
Spacious 1 Bedroom Apartment,flat/apartment,"ologolo, lekki, lagos",50000000.0,mid,1.0,1.0,50000000.0,,2026-01-24,NaT,Lagos
2 Bedroom Terrrace Duplex,house,"ikota, lekki, lagos",75000000.0,high,2.0,2.0,37500000.0,,2026-01-24,NaT,Lagos
Newly Built 5 Bedroom Duplex Of 820sqm Of Land In A Gated And Tarred,land,"cowrie creek estate, ikota, lekki, lagos",580000000.0,high,5.0,,116000000.0,,2026-01-24,NaT,Lagos
Newly Built 3 Bedroom Apartments,flat/apartment,"yaba, lagos",160000000.0,high,3.0,3.0,53333333.33,,2026-01-24,NaT,Lagos
2plots Of Land,land,"lekki garden, ajah, lagos",60000000.0,high,,,,,2026-01-24,NaT,Lagos
20 Plots Of Land,land,"chevron drive, lekki, lagos",270000000.0,high,,,,,2026-01-24,NaT,Lagos
Beautifully Finished 4 Bedroom Semi-detached Duplex + Bq,semi detached duplex,"orchid, lekki, lagos",210000000.0,high,4.0,5.0,52500000.0,,2026-01-24,NaT,Lagos
4 Bedroom Duplex,house,"diamond estate, ipaja, lagos",280000000.0,high,4.0,5.0,70000000.0,,2026-01-23,NaT,Lagos
Land,land,"residential land with blocks of flat off abattoir, agege, lagos",150000000.0,high,,,,,2026-01-24,NaT,Lagos
"Measuring 1,006.035sqm Approximately 2 Plots With  Demolish-able Struc",land,"ikeja, lagos",650000000.0,high,,,,,2026-01-24,NaT,Lagos
6 3 Bedroom Apartment,flat/apartment,"6 units of 3 bedroom off toyin street, ikeja, lagos",250000000.0,high,18.0,18.0,13888888.89,,2026-01-24,NaT,Lagos
Land With Bungalow,land,"first unity estate, ajah, lagos",50000000.0,mid,3.0,4.0,16666666.67,,2026-01-24,NaT,Lagos
Land,land,"land in a very profitable location off toyin street, ikeja, lagos",249999999.0,high,,,,,2026-01-24,NaT,Lagos
A Warehouse @ Mushin On 1000sqm,land,"oluaina street mushin, mushin, lagos",400000000.0,high,,,,,2026-01-24,NaT,Lagos
4 Bedroom Terrace + Bq + Swimming Pool,flat/apartment,"parkview, ikoyi, lagos",1050000000.0,high,4.0,4.0,262500000.0,,2026-01-10,NaT,Lagos
Land In A Secured Estate,land,"off wemco rd(2mins drive to adeniyi jones), ogba, ikeja, lagos",650000000.0,high,,,,,2026-01-24,NaT,Lagos
"Land Measuring 1006.035sqm With A Demolishable Building On It, In A Cl",land,"secured close in ogba gra, ogba, ikeja, lagos",620000000.0,high,,,,,2026-01-24,NaT,Lagos
Lovely Newly Built 3 Bedroom Semi Detached,semi detached duplex,"exquisitely designed home in a top notch location, omole phase 2, ikeja, lagos",160000000.0,high,3.0,3.0,53333333.33,,2026-01-24,NaT,Lagos
Newly Built 5  Bedroom Fully Detached Duplex,fully detached,"beautifully designed home plus bq in a secured area, omole phase 2, ikeja, lagos",550000000.0,high,5.0,5.0,110000000.0,,2026-01-24,NaT,Lagos
"Newly Built Luxury Finished 5 Bedroom Detached Home With Bq, Rooftop",flat/apartment,"lekki phase 1, lekki phase 1, lekki, lagos",1200000000.0,high,5.0,6.0,240000000.0,,2026-01-24,NaT,Lagos
Exquisite 3 Bedroom Apartment,flat/apartment,"oral estate, lekki phase 2, lekki, lagos",100000000.0,high,3.0,3.0,33333333.33,,2026-01-24,NaT,Lagos
Exquisite 4 Bedroom Semi-detached Duplex With Bq,semi detached duplex,"oral estate, lekki phase 2, lekki, lagos",180000000.0,high,4.0,4.0,45000000.0,,2026-01-24,NaT,Lagos
Newly Built 5 Bedroom Fully Detached Duplex,fully detached,"gorgeously designed home plus bq in a secured location, omole phase 1, ikeja, lagos",700000000.0,high,5.0,5.0,140000000.0,,2026-01-24,NaT,Lagos
Luxury 5 Bedroom Fully Detached Duplex,fully detached,"vgc, lekki, lagos",330000000.0,high,5.0,6.0,66000000.0,,2026-01-24,NaT,Lagos
4 Bedroom Fully Detached Duplex,fully detached,"vgc, lekki, lagos",290000000.0,high,4.0,5.0,72500000.0,,2026-01-24,NaT,Lagos
Fenced 650sqm Of Land,land,"gated estate by blenco supermarket before shop rite, sangotedo, ajah, lagos",135000000.0,high,,,,,2026-01-24,NaT,Lagos
3bedroom Bungalow Sitting On 485sqm,land,"gated estate by blenco supermarket before shop rite, sangotedo, ajah, lagos",98000000.0,high,3.0,,32666666.67,,2026-01-24,NaT,Lagos
Well-built Luxury Spacious 4 Bedroom Semi-detached Duplex In Secure Estate,semi detached duplex,"ikota, lekki, lagos",140000000.0,high,4.0,5.0,35000000.0,,2026-01-21,NaT,Lagos
Premium And Well Finished 2 Bedroom Apartments,flat/apartment,"new road, lekki, lagos",110000000.0,high,2.0,,55000000.0,,2026-01-23,NaT,Lagos
Alluring 4 Bedroom Semi-detached Duplex With & Bq,semi detached duplex,"orchid road, chevron tollgate, lekki, lagos",300000000.0,high,4.0,4.0,75000000.0,,2026-01-24,NaT,Lagos
Exquisite 4 Bedroom Detached Duplex With Bq & Pool In Serene Estate,detached duplex,"ajao estate airport road, ikeja, lagos",270000000.0,high,4.0,5.0,67500000.0,,2026-01-20,NaT,Lagos
4 Bedroom Fully Detached Duplex,fully detached,"orchid, lekki, lagos",200000000.0,high,4.0,4.0,50000000.0,,2026-01-24,NaT,Lagos
Luxurious 3 Bedroom Terraced Duplex +bq With Excellent Amenities,terraced duplex,"exclusive lifetime atican beach access,charterhouse school lagos, lekki, lagos",165000000.0,high,4.0,3.0,41250000.0,,2026-01-24,NaT,Lagos
Newly Built 3 Bedroom Apartments,flat/apartment,"yaba, lagos",160000000.0,high,3.0,3.0,53333333.33,,2026-01-24,NaT,Lagos
Luxury Two Bedrooms Maisonette,flat/apartment,"ikate elegushi, lekki, lagos",150000000.0,high,2.0,2.0,75000000.0,,2025-12-09,NaT,Lagos
Exquisitely Built 4 Bedroom Terrace Duplex,house,"exquisitely designed home with bq in a secured area, omole phase 2, ikeja, lagos",450000000.0,high,4.0,4.0,112500000.0,,2026-01-24,NaT,Lagos
Large 4 Bedrooms Duplex With Spacious Compound,house,"12a, oba adeyinka oyekan estate, lekki phase 1, lekki, lagos",425000000.0,high,4.0,3.0,106250000.0,,2026-01-11,NaT,Lagos
Modern 2bedroom Apartment With Swimming Pool Gym &elevation,flat/apartment,"lekki phase one ,lekki ,lagos ,nigeria, lekki phase 1, lekki, lagos",220000000.0,high,2.0,,110000000.0,,2026-01-24,NaT,Lagos
Spacious Fully Serviced 4 Bedroom Terrace Duplex,house,"osapa london, lekki lagos., osapa, lekki, lagos",250000000.0,high,4.0,5.0,62500000.0,,2026-01-24,NaT,Lagos
Luxury Built 5 Bedroom Detached Duplex,detached duplex,"beautifully designed home plus bq in a secured area, omole phase 1, ikeja, lagos",550000000.0,high,5.0,5.0,110000000.0,,2026-01-24,NaT,Lagos
Beautifully Crafted 5 Bedroom Fully Detached Duplex,fully detached,"gorgeously designed home plus bq in a secured area, omole phase 1, ikeja, lagos",750000000.0,high,5.0,5.0,150000000.0,,2026-01-24,NaT,Lagos
Breathtaking 4 Bedroom Detached Duplex,detached duplex,"beautifully designed home plus a room in a secured location, omole phase 1, ikeja, lagos",450000000.0,high,4.0,4.0,112500000.0,,2026-01-24,NaT,Lagos
Magnificently Newly Built 4 Bedroom Terraced Duplex,terraced duplex,"exquisitely designed home plus bq in a secured estate, omole phase 1, ikeja, lagos",350000000.0,high,4.0,4.0,87500000.0,,2026-01-24,NaT,Lagos
4 Bedroom Terrace Duplex,house,"vgc, lekki, lagos",150000000.0,high,4.0,4.0,37500000.0,,2026-01-24,NaT,Lagos
Exquisite 4 Bedroom Semi Detached Duplex With Bq In Serene Estate,semi detached duplex,"adeniyi jones, ikeja, lagos",440000000.0,high,4.0,5.0,110000000.0,,2026-01-24,NaT,Lagos
4 Bedroom  Semi Detached Duplex,semi detached duplex,"ikota, lekki, lagos",135000000.0,high,4.0,4.0,33750000.0,,2026-01-24,NaT,Lagos
4 Bedroom Fully Detached Duplex,fully detached,"ikota, lekki, lagos",175000000.0,high,4.0,4.0,43750000.0,,2026-01-24,NaT,Lagos
Luxuriously Built 4 Bedroom Detached Duplex,detached duplex,"gorgeously designed home plus bq in a bq in a secured estate, gra phase 2, magodo, lagos",450000000.0,high,4.0,4.0,112500000.0,,2026-01-24,NaT,Lagos
"875sqm Land In Shoreline Estate ,ikoyi",land,"shoreline estate ,ikoyi ,lagos ,nigeria, ikoyi, lagos",4500000000.0,high,,,,,2026-01-24,NaT,Lagos
"Prime Land Measuring 2700sqm Off Queens Drive, Ikoyi",land,"queens drive, ikoyi, lagos",9720000000.0,high,,,,,2026-01-24,NaT,Lagos
A Bareland Beside An Estate,land,"tajudeen olanrewaju estate, yaba, lagos",350000000.0,high,,,,,2026-01-24,NaT,Lagos
"Premium 875sqm Land At Shoreline Estate, Ikoyi",land,"shoreline estate, ikoyi, lagos",4500000000.0,high,,,,,2026-01-24,NaT,Lagos
Luxury Newly Built 4bedroom Detached Duplexes With Bq,detached duplex,"orchid lekki, lekki, lagos",260000000.0,high,4.0,4.0,65000000.0,,2026-01-24,NaT,Lagos
Premium And Well Finished 2 Bedroom Apartments,flat/apartment,"new road, lekki, lagos",110000000.0,high,2.0,,55000000.0,,2026-01-23,NaT,Lagos
"Large Off Plan 2 Bedrooms Flat With Office, Bq, Concierge, Coffee Shop",flat/apartment,"off ademola adetokunbo, victoria island (vi), lagos",350000000.0,high,2.0,2.0,175000000.0,,2026-01-07,NaT,Lagos
1080sqm Of Land With A Structure On It,land,"behind tantalizer off admiralty road, lekki phase 1, lekki, lagos",1800000000.0,high,,,,,2026-01-24,NaT,Lagos
Old Structure 5 Bed Detached House With 2 Mini Flat On A 620 Sqm Land,land,"lekki phase 1, lekki, lagos",900000000.0,high,,,,,2026-01-24,NaT,Lagos
Twin Duplexes,house,"off admiralty way, lekki phase 1, lekki, lagos",1100000000.0,high,10.0,10.0,110000000.0,,2026-01-24,NaT,Lagos
1083sqm With Structure,land,"fola osibo, lekki phase 1, lekki, lagos",1900000000.0,high,,,,,2026-01-24,NaT,Lagos
Nicely Finished 3 Bedroom Duplex,house,"65b ajiran road, agungi, lekki, lagos",185000000.0,high,3.0,3.0,61666666.67,,2026-01-23,NaT,Lagos
"3 Bedroom Semi Detached Duplex At Oko Oba,agege",semi detached duplex,"oko-oba, agege, lagos",140000000.0,high,3.0,,46666666.67,,2026-01-24,NaT,Lagos
3 Bedroom Luxury Terrace Duplex With Bq,house,"ambiance 2 with  c of o, located at cannaan estate by lbs, sangotedo, ajah, lagos",135000000.0,high,3.0,3.0,45000000.0,,2026-01-24,NaT,Lagos
"5 Bedroom Semi Detached Duplex At Adeniyi Jones,ikeja",semi detached duplex,"adeniyi jones, ikeja, lagos",600000000.0,high,5.0,,120000000.0,,2026-01-24,NaT,Lagos
Newly Built Two Bedroom Apartment,flat/apartment,"ifako, gbagada, lagos",75000000.0,high,2.0,2.0,37500000.0,,2026-01-23,NaT,Lagos
4 Bedroom Penthouse With Bq & Swimming Pool,flat/apartment,"off convenant way, ilasan, lekki, lagos",460000000.0,high,4.0,4.0,115000000.0,,2026-01-24,NaT,Lagos
4 Bed Semi Detached With Bq In Secured Gated Estate,semi detached duplex,"ikota gra estate, ikota villa, ikota, lekki, lagos",185000000.0,high,4.0,4.0,46250000.0,,2026-01-24,NaT,Lagos
Premium 3 Bedroom Apartment,flat/apartment,"ikate, lekki, lagos",350000000.0,high,3.0,3.0,116666666.7,,2026-01-24,NaT,Lagos
Newly 4 Bedrom Fully Detach Duplex+ Bq,house,"inside magodo brooks estate, magodo gra phase 2, gra phase 2, magodo, lagos",500000000.0,high,4.0,5.0,125000000.0,,2026-01-24,NaT,Lagos
"Stunning 5 Bedroom Detached Duplex With A Swimming Pool, Cinema & Bq",detached duplex,"megamound estate, lekki, lagos",660000000.0,high,5.0,6.0,132000000.0,,2026-01-23,NaT,Lagos
Brand New & Tastefully Finished 5 Bedroom Detached Duplex With Bq,detached duplex,"nike art gallery, lekki, lagos",750000000.0,high,5.0,4.0,150000000.0,,2026-01-23,NaT,Lagos
Spacious 3 Bedrooms Detached Bungalow Sitting On 1 Plot Of Land,land,"abijo, g.r.a, ajah, lagos",60000000.0,high,3.0,3.0,20000000.0,,2026-01-23,NaT,Lagos
Land With Government Approved Excision,land,"oke-ogun, ibeju lekki, lagos",18000000.0,mid,,,,,2026-01-24,NaT,Ogun
Spacious 2bedroom,flat/apartment,"off spg road igbo-efo, lekki, lagos",95000000.0,high,2.0,2.0,47500000.0,,2026-01-24,NaT,Lagos
Newly Built 4 Bedroom Detached Duplex With Bq Mortgage Available,detached duplex,"orchid road, lekki, lagos",330000000.0,high,4.0,5.0,82500000.0,,2026-01-24,NaT,Lagos
Off Plan 4 Bedroom Terrace Duplex With Bq,house,"off admiralty, lekki phase 1, lekki, lagos",550000000.0,high,4.0,4.0,137500000.0,,2026-01-15,NaT,Lagos
Brand New And Smart 3 Bedroom Apartment With A Pool And A Bq,flat/apartment,"ikeja gra, ikeja, lagos",400000000.0,high,3.0,3.0,133333333.3,,2026-01-23,NaT,Lagos
"2 Bedroom Apartment At Allen,ikeja",flat/apartment,"allen, ikeja, lagos",160000000.0,high,2.0,,80000000.0,,2026-01-24,NaT,Lagos
Luxury And Admirable 2 Bedroom Apartment With Swimming Pool With Ac's,flat/apartment,"lekki phase 1, lekki, lagos",330000000.0,high,2.0,2.0,165000000.0,,2026-01-23,NaT,Lagos
"Brand, Spacious & Luxury 2 Bedroom Flat",flat/apartment,"lekki phase 1, lekki, lagos",330000000.0,high,2.0,2.0,165000000.0,2026-12-01,2026-01-23,2026-12,Lagos
Vibrant 5 Bedroom Detached Duplex With Swimming Pool & Bq,detached duplex,"agungi, lekki, lagos",350000000.0,high,5.0,5.0,70000000.0,2025-01-12,2026-01-23,2025-01,Lagos
Exclusive 5 Bedroom Mansion,flat/apartment,"banana island, ikoyi, lagos",9000000000.0,high,5.0,5.0,1800000000.0,,2026-01-14,NaT,Lagos
"Fully Fenced, Dry & Firm Regular Shaped 3 Plots Of Land",land,"awoyaya, ibeju lekki, lagos",150000000.0,high,,,,,2026-01-23,NaT,Lagos
Fully Fenced And Well Located Land Measuring Appr. 900 Square Meters,land,"awoyaya, ibeju lekki, lagos",50000000.0,mid,,,,,2026-01-23,NaT,Lagos
Stunning 4-bedroom Semi Detached Duplex With A Room Boy's Quarter,semi detached duplex,"greenwich garden, mile 12, kosofe, lagos",250000000.0,high,4.0,4.0,62500000.0,,2026-01-23,NaT,Lagos
Modern & Luxurious 4 Bedroom Detached Duplex,detached duplex,"olokonla, ajah, lagos",180000000.0,high,4.0,4.0,45000000.0,,2026-01-23,NaT,Lagos
"Stunning & Classic 5 Bedroom Detached Duplex With Pool, Gym & Bq",detached duplex,"ikota, lekki, lagos",460000000.0,high,5.0,5.0,92000000.0,2025-09-12,2026-01-23,2025-09,Lagos
3 Bedroom Semi Detached Duplex At Olowora,semi detached duplex,"olowora, magodo, lagos",140000000.0,high,3.0,,46666666.67,,2026-01-24,NaT,Lagos
Stunning 5 Bedroom Detached Duplex With Swimming Pool & Bq,detached duplex,"chevron tollgate, lekki, lagos",400000000.0,high,5.0,5.0,80000000.0,,2026-01-23,NaT,Lagos
Amazing & Spacious 5 Bedroom Detached Duplex With Bq,detached duplex,"chevron, lekki, lagos",400000000.0,high,5.0,5.0,80000000.0,,2026-01-23,NaT,Lagos
Vibrant 4 Bedroom Semi-detached Duplex,semi detached duplex,"chevron tollgate, lekki, lagos",200000000.0,high,4.0,4.0,50000000.0,,2026-01-23,NaT,Lagos
Elegant 5 Bedroom Detached Duplex With Swimming Pool & Bq,detached duplex,"chevron tollgate, lekki, lagos",360000000.0,high,5.0,5.0,72000000.0,2026-09-01,2026-01-23,2026-09,Lagos
"Charming 5 Bedroom Detached Duplex With Pool, Rooftop Terrace & Bq",detached duplex,"chevron tollgate, lekki, lagos",395000000.0,high,5.0,5.0,79000000.0,2026-09-01,2026-01-23,2026-09,Lagos
Lovely & Vibrant 4 Bedroom Detached Duplex With A Bq,detached duplex,"chevron tollgate, lekki, lagos",260000000.0,high,4.0,4.0,65000000.0,2026-06-01,2026-01-23,2026-06,Lagos
Strategically Located Land Measuring 600 Square Meters,land,"off freedom way, lekki, lagos",700000.0,low,,,,,2026-01-23,NaT,Lagos
"Stunning 5 Bedroom Detached Duplex With A Pool, Gym And Cinema",detached duplex,"chevron tollgate, lekki, lagos",680000000.0,high,5.0,5.0,136000000.0,,2026-01-23,NaT,Lagos
"One Bedroom Flat With Elevator, Finishing In January 2026",flat/apartment,"off admiralty, lekki phase 1, lekki, lagos",140000000.0,high,1.0,1.0,140000000.0,2025-11-06,2025-11-25,2025-11,Lagos
Newly Big 3 Bedrom Flat + Bq + Gym + S/pool + All Amenities,flat/apartment,"lovely environment inside ikeja gra, ikeja lagos., ikeja gra, ikeja, lagos",380000000.0,high,3.0,4.0,126666666.7,,2026-01-24,NaT,Lagos
Newly 4 Bedrom Flat +bq+gym +s/pool + Amenities,flat/apartment,"inside ikeja gra, ikeja lagos, ikeja gra, ikeja, lagos",500000000.0,high,4.0,5.0,125000000.0,,2026-01-24,NaT,Lagos
Land Measuring 750 Sqm With Demolishable Structure,land,"lekki phase 1, lekki, lagos",1200000000.0,high,,,,,2026-01-24,NaT,Lagos
Elegantly Built 5 Bedroom Fully Detached Home With Swimming Pool,fully detached,"lekki phase 1, lekki, lagos",1200000000.0,high,5.0,5.0,240000000.0,,2026-01-24,NaT,Lagos
2 Bedrooms Apartments,flat/apartment,"admiralty way, lekki phase 1, lekki, lagos",250000000.0,high,2.0,2.0,125000000.0,,2026-01-19,NaT,Lagos
Luxury 6 Bedroom Fully Detached Duplex Mansion,fully detached,"egbeda, alimosho, lagos",600000000.0,high,6.0,6.0,100000000.0,,2026-01-18,NaT,Lagos
5 Bedroom Fully Detached Duplex With Bq,fully detached,"adeniyi jones, ikeja, lagos",450000000.0,high,5.0,6.0,90000000.0,,2026-01-22,NaT,Lagos
Newly Built 5 Bedroom Fully Detached Duplex With Bq In A Gated Estate,fully detached,"opic, isheri north, lagos",260000000.0,high,5.0,5.0,52000000.0,,2026-01-24,NaT,Lagos
Industrial Property Featuring Warehouses & Admin Block,warehouse,"ijora causeway road, ijora, apapa, lagos",4500000000.0,high,,,,,2026-01-24,NaT,Lagos
